id,revenue,release_date,cast,crew,return,budget,title
4584,135000000.0,1995-12-13,"['Kate Winslet', 'Emma Thompson', 'Hugh Grant', 'Tom Wilkinson']",['Ang Lee'],8.181818181818182,16500000,Sense and Sensibility
5,4300000.0,1995-12-09,"['Tim Roth', 'Antonio Banderas', 'Jennifer Beals', 'Madonna']",[],1.075,4000000,Four Rooms
9273,212385533.0,1995-11-10,"['Jim Carrey', 'Ian McNeice', 'Simon Callow', 'Maynard Eziashi']",['Steve Oedekerk'],7.079517766666667,30000000,Ace Ventura: When Nature Calls
11517,35431113.0,1995-11-21,"['Wesley Snipes', 'Woody Harrelson', 'Jennifer Lopez', 'Robert Blake']",['Joseph Ruben'],0.59051855,60000000,Money Train
8012,115101622.0,1995-10-20,"['John Travolta', 'Gene Hackman', 'Rene Russo', 'Danny DeVito']",['Barry Sonnenfeld'],3.805012297520661,30250000,Get Shorty
1710,0.0,1995-10-27,"['Sigourney Weaver', 'Holly Hunter', 'Will Patton', 'William McNamara']",[],0.0,0,Copycat
9691,30303072.0,1995-10-06,"['Sylvester Stallone', 'Antonio Banderas', 'Julianne Moore', 'Anatoli Davydov']",['Richard Donner'],0.60606144,50000000,Assassins
12665,0.0,1995-10-27,"['Mary Steenburgen', 'Sean Patrick Flanery', 'Lance Henriksen', 'Jeff Goldblum']",['Victor Salva'],0.0,0,Powder
451,49800000.0,1995-10-27,"['Nicolas Cage', 'Elisabeth Shue', 'Julian Sands', 'Richard Lewis']",[],13.833333333333334,3600000,Leaving Las Vegas
16420,0.0,1995-12-15,"['Laurence Fishburne', 'Irène Jacob', 'Kenneth Branagh', 'Nathaniel Parker']",[],0.0,0,Othello
9263,27400000.0,1995-10-20,"['Christina Ricci', ""Rosie O'Donnell"", 'Thora Birch', 'Melanie Griffith']",['Lesli Linka Glatter'],2.283333333333333,12000000,Now and Then
902,1738611.0,1995-05-16,"['Ron Perlman', 'Dominique Pinon', 'Judith Vittet', 'Daniel Emilfork']",['Jean-Pierre Jeunet'],0.0965895,18000000,The City of Lost Children
37557,0.0,1995-04-30,"['Gong Li', 'Li Bao-Tian', 'Wang Xiaoxiao', 'Li Xuejian']",['Zhang Yimou'],0.0,0,Shanghai Triad
9909,180000000.0,1995-08-11,"['Michelle Pfeiffer', 'George Dzundza', 'Courtney B. Vance', 'Robin Bartlett']",[],0.0,0,Dangerous Minds
63,168840000.0,1995-12-29,"['Bruce Willis', 'Madeleine Stowe', 'Brad Pitt', 'Christopher Plummer']",['Terry Gilliam'],5.7233898305084745,29500000,Twelve Monkeys
9598,254134910.0,1995-07-18,"['Christine Cavanaugh', 'Miriam Margolyes', 'Danny Mann', 'Hugo Weaving']",[],8.471163666666667,30000000,Babe
47018,0.0,1995-11-08,"['Emma Thompson', 'Jonathan Pryce', 'Steven Waddington', 'Samuel West']",[],0.0,0,Carrington
33689,0.0,1995-11-17,"['Kirstie Alley', 'Steve Guttenberg', 'Ashley Olsen', 'Mary-Kate Olsen']",['Andy Tennant'],0.0,0,It Takes Two
9603,0.0,1995-07-19,"['Alicia Silverstone', 'Stacey Dash', 'Brittany Murphy', 'Paul Rudd']",['Amy Heckerling'],0.0,12000000,Clueless
31174,0.0,1995-12-29,"['Ian McKellen', 'Annette Bening', 'Jim Broadbent', 'Kristin Scott Thomas']",['Richard Loncraine'],0.0,0,Richard III
11443,0.0,1995-10-06,"['Larenz Tate', 'Keith David', 'Chris Tucker', 'Freddy Rodríguez']",[],0.0,10000000,Dead Presidents
9312,122195920.0,1995-08-18,"['Christopher Lambert', 'Robin Shou', 'Linden Ashby', 'Cary-Hiroyuki Tagawa']",['Paul W.S. Anderson'],6.788662222222222,18000000,Mortal Kombat
577,21284514.0,1995-05-20,"['Nicole Kidman', 'Matt Dillon', 'Joaquin Phoenix', 'Casey Affleck']",['Gus Van Sant'],1.0642257,20000000,To Die For
11861,23574130.0,1995-10-06,"['Winona Ryder', 'Anne Bancroft', 'Ellen Burstyn', 'Kate Nelligan']",['Jocelyn Moorhouse'],2.357413,10000000,How To Make An American Quilt
807,327311859.0,1995-09-22,"['Brad Pitt', 'Morgan Freeman', 'Gwyneth Paltrow', 'John C. McGinley']",[],9.91854118181818,33000000,Se7en
10530,346079773.0,1995-06-14,"['Irene Bedard', 'Mel Gibson', 'David Ogden Stiers', 'John Kassir']",[],6.292359509090909,55000000,Pocahontas
629,23341568.0,1995-07-19,"['Stephen Baldwin', 'Gabriel Byrne', 'Chazz Palminteri', 'Kevin Pollak']",['Bryan Singer'],3.890261333333333,6000000,The Usual Suspects
117164,0.0,1994-11-22,"['Cynthia Rothrock', 'Marshall R. Teague', 'Daniel McVicar', 'Lydie Denier']",['Richard W. Munchkin'],0.0,0,Guardian Angel
26441,0.0,1995-09-29,"['Steve Guttenberg', ""Olivia d'Abo"", 'Jay O. Sanders', 'John Terry']",['Holly Goldberg Sloan'],0.0,0,The Big Green
97406,0.0,1995-05-19,"['Jennifer Jason Leigh', 'Mare Winningham', 'Ted Levine', 'Max Perlich']",['Ulu Grosbard'],0.0,0,Georgia
9089,17519169.0,1995-11-02,"['Holly Hunter', 'Robert Downey Jr.', 'Anne Bancroft', 'Charles Durning']",['Jodie Foster'],0.0,0,Home for the Holidays
17182,0.0,1996-01-12,"['Sally Field', 'Kiefer Sutherland', 'Ed Harris', ""Beverly D'Angelo""]",['John Schlesinger'],0.0,20000000,Eye for an Eye
2054,106269971.0,1995-12-29,"['Richard Dreyfuss', 'Glenne Headly', 'Jay Thomas', 'Olympia Dukakis']",['Stephen Herek'],0.0,0,Mr. Holland's Opus
10607,0.0,1996-01-12,"['Shawn Wayans', 'Marlon Wayans', 'Tracey Cherelle Jones', 'Chris Spencer']",['Paris Barclay'],0.0,0,Don't Be a Menace to South Central While Drinking Your Juice in the Hood
19760,0.0,1996-01-12,"['Sandra Bullock', 'Denis Leary', 'Yaphet Kotto', 'Stephen Dillane']",['Bill Bennett'],0.0,0,Two If by Sea
9536,0.0,1996-01-12,"['Pauly Shore', 'Stephen Baldwin', 'Joey Lauren Adams', 'Teresa Hill']",[],0.0,15000000,Bio-Dome
11525,2409225.0,1996-01-12,"['Patrick Bergin', 'Matt Frewer', ""Austin O'Brien"", 'Ely Pouget']",['Farhad Mann'],0.0,0,Lawnmower Man 2: Beyond Cyberspace
40628,0.0,1995-10-22,"['Jerry Barone', 'Al Pacino', 'Mary Elizabeth Mastrantonio', 'Joe Grifasi']",[],0.0,0,Two Bits
10634,28215918.0,1995-04-26,"['Ice Cube', 'Chris Tucker', 'Nia Long', 'Tom Lister Jr.']",['F. Gary Gray'],8.061690857142857,3500000,Friday
755,25836616.0,1996-01-19,"['George Clooney', 'Quentin Tarantino', 'Harvey Keitel', 'Juliette Lewis']",['Robert Rodriguez'],1.359821894736842,19000000,From Dusk Till Dawn
11859,11534477.0,1995-11-03,"['William Baldwin', 'Cindy Crawford', 'Steven Berkoff', 'Christopher McDonald']",['Andrew Sipes'],0.23068954,50000000,Fair Game
28387,718490.0,1995-10-06,"['Josh Hamilton', ""Olivia d'Abo"", 'Carlos Jacott', 'Eric Stoltz']",['Noah Baumbach'],0.0,0,Kicking and Screaming
48750,0.0,1995-03-22,"['Jean-Paul Belmondo', 'Michel Boujenah', 'Alessandra Martines', 'Salomé Lelouch']",['Claude Lelouch'],0.0,0,Les Miserables
20927,19030691.0,1996-01-26,"['Christian Slater', 'Mary Stuart Masterson', 'Pamela Adlon', 'Josh Brolin']",['Michael Goldenberg'],0.0,0,Bed of Roses
36929,2042530.0,1996-01-26,"['Rick Moranis', 'Tom Arnold', 'Julianne Phillips', 'Carol Kane']",['Steve Miner'],0.1361686666666666,15000000,Big Bully
9102,5781885.0,1995-09-08,"['Peter Weller', 'Roy Dupuis', 'Jennifer Rubin', 'Andrew Lauer']",[],0.28909425,20000000,Screamers
27526,0.0,1995-11-15,"['Jack Nicholson', 'David Morse', 'Anjelica Huston', 'Robin Wright']",[],0.0,0,The Crossing Guard
9623,0.0,1996-02-02,"['Demi Moore', 'Alec Baldwin', 'Joseph Gordon-Levitt', 'Anne Heche']",['Brian Gibson'],0.0,44000000,The Juror
400,529766.0,1995-12-01,"['Andy García', 'Christopher Lloyd', 'William Forsythe', 'Bill Nunn']",['Gary Fleder'],0.06622075,8000000,Things to Do in Denver When You're Dead
880,0.0,1995-09-12,"['Willeke van Ammelrooy', 'Els Dottermans', 'Dora van der Groen', 'Veerle van Overloop']",['Marleen Gorris'],0.0,900000,Antonia's Line
8447,0.0,1995-09-10,"['Mark Rylance', 'Kristin Scott Thomas', 'Patsy Kensit', 'Jeremy Kemp']",['Philip Haas'],0.0,0,Angels and Insects
17414,0.0,1996-01-12,"['Jason Alexander', 'Faye Dunaway', 'Eric Lloyd', 'Rupert Everett']",['Ken Kwapis'],0.0,16000000,Dunston Checks In
13997,32.0,1996-02-01,"['Chris Farley', 'David Spade', 'Grant Heslov', 'Tim Matheson']",['Penelope Spheeris'],0.0,0,Black Sheep
9095,12379402.0,1996-02-23,"['Julia Roberts', 'John Malkovich', 'George Cole', 'Michael Gambon']",[],0.2633915319148936,47000000,Mary Reilly
12158,19800000.0,1995-10-26,"['Eddie Murphy', 'Angela Bassett', 'Allen Payne', 'Kadeem Hardison']",['Wes Craven'],1.4142857142857144,14000000,Vampire in Brooklyn
9283,0.0,1996-02-09,"['Matt Dillon', 'Noah Emmerich', 'Annabeth Gish', 'Lauren Holly']",['Ted Demme'],0.0,0,Beautiful Girls
9208,150270147.0,1996-02-09,"['John Travolta', 'Christian Slater', 'Samantha Mathis', 'Delroy Lindo']",[],3.00540294,50000000,Broken Arrow
40154,0.0,1995-12-01,"['Richard Briers', 'Joan Collins', 'Michael Maloney', 'Nicholas Farrell']",[],0.0,0,A Midwinter's Tale
406,0.0,1995-05-31,"['Vincent Cassel', 'Hubert Koundé', 'Saïd Taghmaoui', 'Abdel Ahmed Ghili']",['Mathieu Kassovitz'],0.0,3000000,La Haine
45549,0.0,1994-12-06,"['Sadie Frost', 'Jude Law', 'Sean Pertwee', 'Fraser James']",['Paul W.S. Anderson'],0.0,0,Shopping
63076,0.0,1995-12-27,"['Nick Broomfield', 'Heidi Fleiss', 'Madam Alex', 'Ivan Nagy']",['Nick Broomfield'],0.0,0,Heidi Fleiss: Hollywood Madam
11062,0.0,1996-02-16,"['Al Pacino', 'John Cusack', 'Bridget Fonda', 'Danny Aiello']",[],0.0,0,City Hall
13685,560069.0,1996-02-21,"['Luke Wilson', 'Owen Wilson', 'Lumi Cavazos', 'Andrew Wilson']",['Wes Anderson'],0.0800098571428571,7000000,Bottle Rocket
2045,0.0,1996-02-23,"['Ray Liotta', 'Linda Fiorentino', 'Peter Coyote', 'Christopher McDonald']",[],0.0,18000000,Unforgettable
9614,41205099.0,1996-02-16,"['Adam Sandler', 'Ben Stiller', 'Christopher McDonald', 'Julie Bowen']",['Dennis Dugan'],3.43375825,12000000,Happy Gilmore
688,182016617.0,1995-05-28,"['Meryl Streep', 'Clint Eastwood', 'Annie Corley', 'Victor Slezak']",['Clint Eastwood'],7.584025708333333,24000000,The Bridges of Madison County
10874,34327391.0,1996-02-16,"['Tim Curry', 'Kevin Bishop', 'Jennifer Saunders', 'Billy Connolly']",['Brian Henson'],0.0,0,Muppet Treasure Island
89333,0.0,1995-12-08,"['Christy Turlington', 'Azzedine Alaïa', 'Giorgio Armani', 'Nadja Auermann']",['Robert Leacock'],0.0,0,Catwalk
197,210000000.0,1995-05-24,"['Mel Gibson', 'Catherine McCormack', 'Sophie Marceau', 'Patrick McGoohan']",[],2.9166666666666665,72000000,Braveheart
103,28262574.0,1976-02-07,"['Robert De Niro', 'Cybill Shepherd', 'Harvey Keitel', 'Jodie Foster']",['Martin Scorsese'],21.74044153846154,1300000,Taxi Driver
33542,32392047.0,1995-01-30,"['Jackie Chan', 'Anita Mui', 'Françoise Yip', 'Bill Tung']",['Stanley Tong'],4.3189396,7500000,Rumble in the Bronx
43566,0.0,1996-02-23,"['Meryl Streep', 'Liam Neeson', 'Edward Furlong', 'Alfred Molina']",['Barbet Schroeder'],0.0,35000000,Before and After
71754,0.0,1995-09-13,"['Helena Bonham Carter', 'Clive Russell', 'Craig Olejnik', 'Kate Nelligan']",[],0.0,0,Margaret's Museum
51352,1.0,1995-06-08,"['Kenneth Branagh', 'Glenn Close']",['Jon Blair'],0.0,0,Anne Frank Remembered
10324,0.0,1996-03-08,"['Sarah Jessica Parker', 'Elle Macpherson', 'Scarlett Johansson', 'Eric Schaeffer']",[],0.0,0,If Lucy Fell
78406,6278139.0,1995-09-29,"['Andy García', 'Alan Arkin', 'Rachel Ticotin', 'Joe Pantoliano']",[],0.25112556,25000000,Steal Big Steal Little
55731,0.0,1996-03-22,"['Halle Berry', 'Jim Belushi', 'Casey Affleck', 'Eliza Dushku']",['Charles T. Kanganis'],0.0,0,Race the Sun
11066,70100000.0,1992-06-30,"['Eddie Murphy', 'Robin Givens', 'Halle Berry', 'David Alan Grier']",[],1.7525,40000000,Boomerang
11104,0.0,1994-07-14,"['Brigitte Lin', 'Tony Leung Chiu-Wai', 'Faye Wong', 'Takeshi Kaneshiro']",['Wong Kar-wai'],0.0,0,Chungking Express
37975,0.0,1995-09-21,"['Sergio Castellitto', 'Tiziana Lodato', 'Franco Scaldati', 'Leopoldo Trieste']",['Giuseppe Tornatore'],0.0,0,The Star Maker
2074,14702438.0,1996-03-22,"['Ben Stiller', 'Patricia Arquette', 'Téa Leoni', 'Mary Tyler Moore']",['David O. Russell'],2.100348285714286,7000000,Flirting with Disaster
27793,0.0,1994-10-26,"['Jason James Richter', 'Melody Kay', 'Kevin McNulty', 'Tracey Ellis']",['Peter MacDonald'],0.0,17000000,The Neverending Story III: Escape from Fantasia
290157,0.0,1995-01-01,['Maggie Cogan'],['Michel Negroponte'],0.0,0,Jupiter's Wife
110972,0.0,1996-02-09,"['Josh Charles', 'Anne Heche', 'John Goodman', 'Christine Lahti']",['Bryan Gordon'],0.0,0,Pie in the Sky
73067,0.0,1995-11-22,"['Matt Dillon', 'Corban Walker', 'Gabriel Byrne', 'Anne Parillaud']",['Michael Lindsay-Hogg'],0.0,0,Frankie Starlight
11863,9851610.0,1995-10-13,"['David Caruso', 'Linda Fiorentino', 'Chazz Palminteri', 'Michael Biehn']",['William Friedkin'],0.1970322,50000000,Jade
9101,0.0,1996-03-01,"['Kelsey Grammer', 'Lauren Holly', 'Rob Schneider', 'Harry Dean Stanton']",[],0.0,0,Down Periscope
5757,209935.0,1995-09-15,"['Dirk Shafer', 'Mary Stein', 'Claudette Sutherland', 'Cal Bartlett']",[],0.0,0,Man of the Year
9302,0.0,1996-03-01,"['Robert Redford', 'Michelle Pfeiffer', 'Stockard Channing', 'Joe Mantegna']",[],0.0,60000000,Up Close & Personal
11000,185260553.0,1996-03-08,"['Robin Williams', 'Gene Hackman', 'Nathan Lane', 'Dianne Wiest']",['Mike Nichols'],5.976146870967742,31000000,The Birdcage
16388,0.0,1995-08-09,"['Shari Albert', 'Maxine Bahns', 'Catharine Bolz', 'Connie Britton']",[],0.0,0,The Brothers McMullen
9737,141407024.0,1995-04-07,"['Will Smith', 'Martin Lawrence', 'Téa Leoni', 'Tchéky Karyo']",[],7.442474947368421,19000000,Bad Boys
30765,0.0,1995-08-25,"['Stephen Lang', 'Ryan Slater', 'Yi Ding', 'Brian Wagner']",['Christopher Cain'],0.0,0,The Amazing Panda Adventure
10474,0.0,1995-04-21,"['Leonardo DiCaprio', 'Lorraine Bracco', 'James Madio', 'Mark Wahlberg']",['Scott Kalvert'],0.0,0,The Basketball Diaries
30157,0.0,1994-08-05,"['Isabelle Huppert', 'Martin Donovan', 'Elina Löwensohn', 'Damian Young']",['Hal Hartley'],0.0,0,Amateur
568,355237933.0,1995-06-30,"['Tom Hanks', 'Bill Paxton', 'Kevin Bacon', 'Gary Sinise']",[],6.831498711538462,52000000,Apollo 13
11780,31596911.0,1995-04-13,"['Liam Neeson', 'Jessica Lange', 'John Hurt', 'Tim Roth']",['Michael Caton-Jones'],1.1284611071428572,28000000,Rob Roy
34996,0.0,1995-01-10,"['Lili Taylor', 'Christopher Walken', 'Annabella Sciorra', 'Edie Falco']",[],0.0,0,The Addiction
414,336529144.0,1995-06-16,"['Val Kilmer', 'Tommy Lee Jones', 'Jim Carrey', 'Nicole Kidman']",['Joel Schumacher'],3.36529144,100000000,Batman Forever
649,0.0,1967-05-24,"['Catherine Deneuve', 'Michel Piccoli', 'Jean Sorel', 'Geneviève Page']",[],0.0,0,Belle de Jour
1873,0.0,1995-05-24,"['Patricia Arquette', 'Frances McDormand', 'U Aung Ko', 'Spalding Gray']",['John Boorman'],0.0,0,Beyond Rangoon
5894,1275000.0,1995-09-15,"['Harvey Keitel', 'Lou Reed', 'Michael J. Fox', 'Roseanne Barr']",['Paul Auster'],0.6375,2000000,Blue in the Face
1775,178104.0,1995-06-08,"['John Candy', 'Alan Alda', 'Rhea Perlman', 'Kevin Pollak']",['Michael Moore'],0.0161912727272727,11000000,Canadian Bacon
8839,287928194.0,1995-05-26,"['Christina Ricci', 'Bill Pullman', 'Cathy Moriarty', 'Eric Idle']",['Brad Silberling'],5.75856388,50000000,Casper
20649,13071518.0,1995-09-15,"['Harvey Keitel', 'John Turturro', 'Delroy Lindo', 'Mekhi Phifer']",['Spike Lee'],0.52286072,25000000,Clockers
10329,152022101.0,1995-06-09,"['Laura Linney', 'Dylan Walsh', 'Ernie Hudson', 'Tim Curry']",[],3.04044202,50000000,Congo
8963,157387195.0,1995-05-12,"['Denzel Washington', 'Gene Hackman', 'Matt Craven', 'George Dzundza']",['Tony Scott'],2.969569716981132,53000000,Crimson Tide
26564,3174695.0,1994-09-10,"['Robert Crumb', 'Aline Kominsky', 'Charles Crumb', 'Maxon Crumb']",[],0.0,0,Crumb
8068,25405445.0,1995-08-25,"['Antonio Banderas', 'Salma Hayek', 'Joaquim de Almeida', 'Cheech Marin']",['Robert Rodriguez'],3.6293492857142855,7000000,Desperado
8512,16140822.0,1995-09-15,"['Denzel Washington', 'Tom Sizemore', 'Jennifer Beals', 'Don Cheadle']",[],0.5978082222222222,27000000,Devil in a Blue Dress
1572,366101666.0,1995-05-19,"['Bruce Willis', 'Jeremy Irons', 'Samuel L. Jackson', 'Graham Greene']",[],4.067796288888889,90000000,Die Hard: With a Vengeance
13552,0.0,1995-10-27,"['Rose McGowan', 'James Duval', 'Johnathon Schaech', 'Cress Williams']",['Gregg Araki'],0.0,0,The Doom Generation
259209,0.0,1995-10-12,"['Embeth Davidtz', 'Tom Bell', 'Gemma Jones', 'James Purefoy']",['Christopher Menaul'],0.0,0,Feast of July
6520,127600435.0,1995-07-07,"['Sean Connery', 'Richard Gere', 'Julia Ormond', 'Ben Cross']",['Jerry Zucker'],2.320007909090909,55000000,First Knight
9073,0.0,1995-07-19,"['Jason James Richter', 'Michael Madsen', 'Jayne Atkinson', 'August Schellenberg']",[],0.0,0,Free Willy 2 - The Adventure Home
10428,7563728.0,1995-09-14,"['Jonny Lee Miller', 'Angelina Jolie', 'Jesse Bradford', 'Matthew Lillard']",[],0.3781864,20000000,Hackers
17447,0.0,1995-08-18,"['Steven Weber', 'Patrick Stewart', 'Michael T. Weiss', 'Sigourney Weaver']",[],0.0,0,Jeffrey
9886,19075720.0,1995-05-26,"['Keanu Reeves', 'Dina Meyer', 'Takeshi Kitano', 'Ice-T']",[],0.7630288,25000000,Johnny Mnemonic
9482,113493481.0,1995-06-30,"['Sylvester Stallone', 'Diane Lane', 'Armand Assante', 'Rob Schneider']",['Danny Cannon'],1.2610386777777778,90000000,Judge Dredd
19326,17014653.0,1995-04-12,"['Pauly Shore', 'Tia Carrere', 'Stanley Tucci', 'Brian Doyle-Murray']",[],0.0,0,Jury Duty
9071,1148752.0,1995-01-20,"['Steve Buscemi', 'Catherine Keener', 'Dermot Mulroney', 'James Le Gros']",[],2.297504,500000,Living in Oblivion
8973,0.0,1995-08-25,"['Scott Bakula', ""Kevin J. O'Connor"", 'Famke Janssen', 'Joel Swetow']",['Clive Barker'],0.0,0,Lord of Illusions
47608,15453274.0,1995-05-26,"[""Chris O'Donnell"", 'Drew Barrymore', 'Matthew Lillard', 'Richard Chaim']",[],0.0,0,Mad Love
2293,2122561.0,1995-10-20,"['Jason Lee', 'Jeremy London', 'Shannen Doherty', 'Claire Forlani']",[],0.3537601666666666,6000000,Mallrats
9070,66000000.0,1995-06-30,"['Amy Jo Johnson', 'Jason David Frank', 'David Yost', 'Johnny Yong Bosch']",[],4.4,15000000,Mighty Morphin Power Rangers: The Movie
68274,0.0,1995-09-29,"['Elizabeth Perkins', 'Gwyneth Paltrow', 'Kathleen Turner', 'Whoopi Goldberg']",['David Anspaugh'],0.0,0,Moonlight and Valentino
48787,1.0,1995-09-28,"['Marina Zudina', 'Fay Ripley', 'Evan Richards', 'Igor Volkov']",['Anthony Waller'],0.5,2,Mute Witness
34574,0.0,1994-09-13,"['Elina Löwensohn', 'Peter Fonda', 'David Lynch', 'Suzy Amis']",[],0.0,0,Nadja
1642,110627965.0,1995-07-28,"['Sandra Bullock', 'Jeremy Northam', 'Dennis Miller', 'Wendy Gazelle']",[],5.028543863636363,22000000,The Net
11472,69660733.0,1995-07-12,"['Hugh Grant', 'Julianne Moore', 'Tom Arnold', 'Joan Cusack']",[],0.0,0,Nine Months
36196,472370.0,1995-06-09,"['Parker Posey', 'Liev Schreiber', 'Anthony DeSando', 'Guillermo Díaz']",['Daisy von Scherler Mayer'],3.1491333333333333,150000,Party Girl
11980,16.0,1995-09-01,"['Christopher Walken', 'Elias Koteas', 'Virginia Madsen', 'Eric Stoltz']",[],2.0,8,The Prophecy
58372,0.0,1995-11-17,"['Mia Farrow', 'Tony Goldwyn', 'Scott Glenn', 'Mary-Louise Parker']",[],0.0,0,Reckless
32646,0.0,1995-06-23,"['Julianne Moore', 'Xander Berkeley', 'Dean Norris', 'Peter Friedman']",['Todd Haynes'],0.0,0,Safe
10533,10382407.0,1995-10-13,"['Demi Moore', 'Gary Oldman', 'Robert Duvall', 'Robert Prosky']",['Roland Joffé'],0.20764814,50000000,The Scarlet Letter
10802,20350754.0,1995-09-22,"['Elizabeth Berkley', 'Kyle MacLachlan', 'Gina Gershon', 'Glenn Plummer']",[],0.4522389777777778,45000000,Showgirls
10149,8349430.0,1995-06-09,"['Harvey Keitel', 'William Hurt', 'Giancarlo Esposito', 'José Zúñiga']",[],1.1927757142857145,7000000,Smoke
18402,50892160.0,1995-08-04,"['Julia Roberts', 'Dennis Quaid', 'Robert Duvall', 'Gena Rowlands']",[],0.0,0,Something to Talk About
9348,113374103.0,1995-07-07,"['Natasha Henstridge', 'Ben Kingsley', 'Michael Madsen', 'Alfred Molina']",[],3.2392600857142857,35000000,Species
281,7959291.0,1995-10-13,"['Ralph Fiennes', 'Angela Bassett', 'Tom Sizemore', 'Juliette Lewis']",[],0.1895069285714285,42000000,Strange Days
5967,0.0,1964-02-19,"['Catherine Deneuve', 'Nino Castelnuovo', 'Anne Vernon', 'Mireille Perrey']",['Jacques Demy'],0.0,0,The Umbrellas of Cherbourg
47939,7025496.0,1995-10-27,"['Patrick Swayze', 'Mary Elizabeth Mastrantonio', 'Joseph Mazzello', 'David Marshall Grant']",['Martha Coolidge'],0.0,0,Three Wishes
36834,339889.0,1995-11-02,"['Leonardo DiCaprio', 'David Thewlis', 'Romane Bohringer', 'Dominique Blanc']",['Agnieszka Holland'],0.0,0,Total Eclipse
9090,47774193.0,1995-09-07,"['Patrick Swayze', 'Wesley Snipes', 'John Leguizamo', 'Stockard Channing']",['Beeban Kidron'],0.0,0,"To Wong Foo, Thanks for Everything! Julie Newmar"
3512,104324083.0,1995-07-13,"['Steven Seagal', 'Eric Bogosian', 'Everett McGill', 'Katherine Heigl']",['Geoff Murphy'],1.738734716666667,60000000,Under Siege 2: Dark Territory
52856,0.0,1995-09-15,"['Andie MacDowell', 'John Turturro', 'Michael Richards', 'Nathan Watt']",[],0.0,0,Unstrung Heroes
9560,50012507.0,1995-08-11,"['Keanu Reeves', 'Aitana Sánchez-Gijón', 'Anthony Quinn', 'Angélica Aragón']",['Alfonso Aráu'],2.50062535,20000000,A Walk in the Clouds
9804,264218220.0,1995-07-28,"['Kevin Costner', 'Chaim Girafi', 'Rick Aviles', 'R. D. Call']",[],1.5098184,175000000,Waterworld
31611,0.0,1995-12-01,"['John Travolta', 'Harry Belafonte', 'Kelly Lynch', 'Margaret Avery']",['Desmond Nakano'],0.0,8000000,White Man's Burden
65796,0.0,1995-12-01,"['Jeff Bridges', 'Ellen Barkin', 'John Hurt', 'Diane Lane']",['Walter Hill'],0.0,30000000,Wild Bill
49805,0.0,1994-10-12,"['Albert Finney', 'Greta Scacchi', 'Matthew Modine', 'Julian Sands']",['Mike Figgis'],0.0,0,The Browning Version
26258,0.0,1995-08-04,"['Daniel Stern', 'Jon Polito', 'Brad Sullivan', 'Ann Dowd']",['Greg Beeman'],0.0,0,Bushwhacked
50797,2616503.0,1994-05-01,"['Nikita Mikhalkov', 'Oleg Menshikov', 'Ingeborga Dapkunaite', 'Vyacheslav Tikhonov']",['Nikita Mikhalkov'],0.9344653571428572,2800000,Burnt by the Sun
19155,763847.0,1994-06-09,"['Katrin Cartlidge', 'Rade Serbedzija', 'Grégoire Colin', 'Labina Mitevska']",[],0.0,0,Before the Rain
